,index,stress,reaction_time,id_user,physical_activity,airplane_mode,surrounding_sound,screen,battery_level,completion_time,day_of_week,mobile_data,delivery_time,wifi,interruptibility_level,stress_level,charge_status,notification_ringtone,current_activity,priority_current_activity,id_user,attention_level,emotions,timestamp,interaction_others
10,208.0,0.0,2023-12-05 21:03:29.161000+00:00,IRe1FM7QipWVKWTEORJu,1.0,False,90.30873107910156,False,74.0,2023-12-05 21:03:50.555000+00:00,2.0,False,2023-12-05 20:55:27.486000+00:00,True,4.0,5.0,False,2.0,Trabajar,3.0,IRe1FM7QipWVKWTEORJu,,,2023-12-05 20:55:29.817000+00:00,
11,242.0,0.0,2023-12-05 20:30:45.076000+00:00,IRe1FM7QipWVKWTEORJu,0.0,False,73.1869125366211,False,76.0,2023-12-05 20:31:47.697000+00:00,2.0,False,2023-12-05 20:25:27.331000+00:00,True,3.0,5.0,False,2.0,Hablar,2.0,IRe1FM7QipWVKWTEORJu,,,2023-12-05 20:25:29.836000+00:00,
12,161.0,1.0,2023-12-05 18:47:13.307000+00:00,IRe1FM7QipWVKWTEORJu,0.0,False,74.47075653076172,False,83.0,2023-12-05 18:47:32.918000+00:00,2.0,False,2023-12-05 18:47:00.587000+00:00,True,3.0,5.0,False,2.0,Programar,4.0,IRe1FM7QipWVKWTEORJu,3.0,"{'fearful': 2.5567942524953633e-07, 'disgusted': 4.765376656321454e-05, 'angry': 0.0005576651738106536, 'sad': 2.373973207903112e-05, 'surprised': 0.00012506648884574482, 'neutral': 0.9757259916080984, 'happy': 0.023519635454163586}",2023-12-05 18:47:04.698000+00:00,0.0
13,10.0,1.0,2023-12-05 18:17:11.298000+00:00,IRe1FM7QipWVKWTEORJu,0.0,False,74.47075653076172,False,85.0,2023-12-05 18:17:30.073000+00:00,2.0,True,2023-12-05 18:17:01.338000+00:00,True,4.0,5.0,False,2.0,Descansar,1.0,IRe1FM7QipWVKWTEORJu,,,2023-12-05 18:17:04.756000+00:00,
14,142.0,1.0,2023-12-05 17:47:09.996000+00:00,IRe1FM7QipWVKWTEORJu,0.0,False,74.47075653076172,False,86.0,2023-12-05 17:47:36.553000+00:00,2.0,False,2023-12-05 17:47:00.666000+00:00,True,4.0,5.0,False,2.0,Comer,5.0,IRe1FM7QipWVKWTEORJu,,,2023-12-05 17:47:04.669000+00:00,
15,249.0,1.0,,IRe1FM7QipWVKWTEORJu,0.0,False,74.47075653076172,False,88.0,,2.0,False,2023-12-05 17:17:00.602000+00:00,True,,5.0,False,2.0,,,IRe1FM7QipWVKWTEORJu,,,2023-12-05 17:17:04.662000+00:00,
16,158.0,1.0,2023-12-05 17:05:31.310000+00:00,IRe1FM7QipWVKWTEORJu,0.0,False,74.47075653076172,False,89.0,2023-12-05 17:05:38.351000+00:00,2.0,False,2023-12-05 16:47:20.811000+00:00,True,3.0,5.0,False,2.0,Trabajar,3.0,IRe1FM7QipWVKWTEORJu,,,2023-12-05 16:47:04.986000+00:00,
17,88.0,1.0,2023-12-05 16:41:05.305000+00:00,IRe1FM7QipWVKWTEORJu,0.0,False,74.47075653076172,False,91.0,2023-12-05 16:41:38.113000+00:00,2.0,False,2023-12-05 16:17:00.640000+00:00,True,4.0,5.0,False,2.0,Trabajar,4.0,IRe1FM7QipWVKWTEORJu,3.0,"{'fearful': 2.5671602999824475e-06, 'disgusted': 0.0002906540418836642, 'angry': 0.00040080525989383286, 'sad': 0.0006229038188460122, 'surprised': 0.002532063959467953, 'neutral': 0.9187972162064303, 'happy': 0.07735380098781645}",2023-12-05 16:17:03.911000+00:00,0.0
18,100.0,1.0,2023-12-05 15:49:22.940000+00:00,IRe1FM7QipWVKWTEORJu,0.0,False,74.47075653076172,False,92.0,2023-12-05 15:49:50.476000+00:00,2.0,False,2023-12-05 15:47:20.802000+00:00,True,3.0,5.0,False,2.0,En el teléfono,2.0,IRe1FM7QipWVKWTEORJu,3.0,"{'fearful': 2.727369841107167e-05, 'disgusted': 0.03391982129944475, 'angry': 0.03435890328386021, 'sad': 0.15534403098961455, 'surprised': 0.015118520088863614, 'neutral': 0.4301855200627709, 'happy': 0.33104592726072835}",2023-12-05 15:47:03.686000+00:00,0.0
19,132.0,1.0,,IRe1FM7QipWVKWTEORJu,0.0,False,74.47075653076172,False,94.0,,2.0,False,2023-12-05 15:17:20.993000+00:00,True,,5.0,False,2.0,,,IRe1FM7QipWVKWTEORJu,,,2023-12-05 15:17:03.596000+00:00,
20,108.0,0.0,,SAOXbQtictzpnIbCFZv1,0.0,False,85.66828918457031,False,84.0,,2.0,False,2023-11-21 19:58:07.944000+00:00,True,,4.0,False,2.0,,,SAOXbQtictzpnIbCFZv1,3.0,"{'fearful': 1.5132302295956838e-06, 'disgusted': 0.027255257460443286, 'angry': 0.5446763676531322, 'sad': 0.26990287519418804, 'surprised': 8.496034510898564e-06, 'neutral': 0.15770971556745092, 'happy': 0.00044577077968908555}",2023-11-21 19:58:27.601000+00:00,0.0
21,237.0,0.0,2023-11-21 18:30:38.870000+00:00,SAOXbQtictzpnIbCFZv1,0.0,False,69.19689178466797,False,87.0,2023-11-21 18:30:46.877000+00:00,2.0,False,2023-11-21 18:28:07.022000+00:00,True,4.0,2.0,False,2.0,Hablar,2.0,SAOXbQtictzpnIbCFZv1,3.0,,2023-11-21 18:27:58.126000+00:00,
22,55.0,0.0,2023-11-21 17:59:20.584000+00:00,SAOXbQtictzpnIbCFZv1,0.0,False,77.23188781738281,False,89.0,2023-11-21 18:00:29.466000+00:00,2.0,False,2023-11-21 17:58:06.996000+00:00,True,5.0,3.0,False,2.0,Leer,2.0,SAOXbQtictzpnIbCFZv1,3.0,"{'fearful': 6.8891109655249365e-06, 'disgusted': 0.0002930529408747681, 'angry': 0.0014655406892525795, 'sad': 0.03504642790094755, 'surprised': 8.626669053779518e-05, 'neutral': 0.9624112424940834, 'happy': 0.0006905702832823231}",2023-11-21 17:57:57.428000+00:00,0.0
23,44.0,0.0,2023-11-21 17:28:53.499000+00:00,SAOXbQtictzpnIbCFZv1,0.0,False,70.43061065673828,False,90.0,2023-11-21 17:29:03.387000+00:00,2.0,False,2023-11-21 17:28:08.016000+00:00,True,4.0,3.0,False,2.0,Hablar,2.0,SAOXbQtictzpnIbCFZv1,3.0,,2023-11-21 17:27:58.057000+00:00,
24,179.0,0.0,2023-11-21 16:58:19.983000+00:00,SAOXbQtictzpnIbCFZv1,0.0,False,62.78498840332031,False,91.0,2023-11-21 16:58:36.766000+00:00,2.0,False,2023-11-21 16:58:07.005000+00:00,True,5.0,2.0,False,2.0,Leer,2.0,SAOXbQtictzpnIbCFZv1,3.0,"{'fearful': 0.003773248879634982, 'disgusted': 0.0045884517280504805, 'angry': 0.06970889114507103, 'sad': 0.28931575074357957, 'surprised': 0.0025077386885036684, 'neutral': 0.6239535071068064, 'happy': 0.006152421564563775}",2023-11-21 16:57:58.099000+00:00,0.0
25,203.0,0.0,2023-11-21 16:29:45.600000+00:00,SAOXbQtictzpnIbCFZv1,0.0,False,59.609153747558594,False,93.0,2023-11-21 16:30:05.263000+00:00,2.0,False,2023-11-21 16:28:07.018000+00:00,True,4.0,3.0,False,2.0,Leer,3.0,SAOXbQtictzpnIbCFZv1,3.0,"{'fearful': 2.5952525218963768e-05, 'disgusted': 9.975056746170066e-05, 'angry': 0.014986037857064857, 'sad': 0.24941995914923784, 'surprised': 0.00015542302568449903, 'neutral': 0.7296810021069623, 'happy': 0.005631874193178999}",2023-11-21 16:27:58.030000+00:00,0.0
26,134.0,0.0,2023-11-21 15:58:13.673000+00:00,SAOXbQtictzpnIbCFZv1,0.0,False,79.38272094726562,False,94.0,2023-11-21 15:58:21.931000+00:00,2.0,False,2023-11-21 15:58:07.001000+00:00,True,3.0,2.0,False,2.0,Estudiar,2.0,SAOXbQtictzpnIbCFZv1,3.0,"{'fearful': 0.0005267726922007236, 'disgusted': 0.10081766674096039, 'angry': 0.15835112241481078, 'sad': 0.28783863462093806, 'surprised': 0.004588200058267766, 'neutral': 0.3332013865160156, 'happy': 0.11467620661252437}",2023-11-21 15:57:58.079000+00:00,0.0
27,122.0,0.0,2023-11-21 15:28:14.272000+00:00,SAOXbQtictzpnIbCFZv1,0.0,False,61.1988410949707,False,95.0,2023-11-21 15:28:53.614000+00:00,2.0,False,2023-11-21 15:28:07.027000+00:00,True,4.0,2.0,False,2.0,Estudiar,4.0,SAOXbQtictzpnIbCFZv1,3.0,"{'fearful': 8.825013291466595e-07, 'disgusted': 6.907475316833887e-06, 'angry': 0.017261185274928904, 'sad': 0.03797450799947097, 'surprised': 0.00013579668389516238, 'neutral': 0.9446107664350732, 'happy': 9.948451513817595e-06}",2023-11-21 15:27:56.411000+00:00,0.0
28,71.0,0.0,2023-11-21 14:59:05.865000+00:00,SAOXbQtictzpnIbCFZv1,0.0,False,60.12932205200195,False,96.0,2023-11-21 14:59:22.788000+00:00,2.0,False,2023-11-21 14:58:07.040000+00:00,True,3.0,2.0,False,2.0,Estudiar,4.0,SAOXbQtictzpnIbCFZv1,3.0,"{'fearful': 0.004845722641996795, 'disgusted': 0.009785600019905066, 'angry': 0.008713933836690765, 'sad': 0.23713009293408643, 'surprised': 0.0002001916200850856, 'neutral': 0.719336290451649, 'happy': 0.019988179272831013}",2023-11-21 14:57:57.028000+00:00,0.0
29,81.0,0.0,2023-11-21 14:28:17.318000+00:00,SAOXbQtictzpnIbCFZv1,0.0,False,52.749794006347656,False,98.0,2023-11-21 14:28:54.443000+00:00,2.0,False,2023-11-21 14:28:07.042000+00:00,True,4.0,2.0,False,2.0,Leer,4.0,SAOXbQtictzpnIbCFZv1,3.0,"{'fearful': 5.949902793933824e-06, 'disgusted': 0.0006406053623729319, 'angry': 0.019248746945266203, 'sad': 0.08823370692380708, 'surprised': 0.0014283228048931206, 'neutral': 0.8714207503106445, 'happy': 0.019021919041459015}",2023-11-21 14:27:57.127000+00:00,0.0
30,174.0,0.0,2023-11-17 18:38:39.994000+00:00,SAOXbQtictzpnIbCFZv1,0.0,False,66.13707733154297,False,39.0,2023-11-17 18:38:54.827000+00:00,5.0,False,2023-11-17 18:28:58.530000+00:00,True,5.0,5.0,False,2.0,Hablar,1.0,SAOXbQtictzpnIbCFZv1,,,2023-11-17 18:29:35.508000+00:00,-1.0
31,291.0,1.0,2023-11-17 17:52:16.104000+00:00,SAOXbQtictzpnIbCFZv1,0.0,False,66.54718017578125,False,41.0,2023-11-17 17:52:27.075000+00:00,5.0,False,2023-11-17 17:49:18.703000+00:00,True,4.0,5.0,False,2.0,Leer,2.0,SAOXbQtictzpnIbCFZv1,3.0,"{'fearful': 2.7362246583090277e-12, 'disgusted': 4.867954372933525e-10, 'angry': 2.021473477498148e-07, 'sad': 9.851832238894076e-09, 'surprised': 7.859396333742552e-08, 'neutral': 0.9999995231628418, 'happy': 7.765930831737933e-08}",2023-11-17 17:49:35.007000+00:00,0.0
32,16.0,0.0,2023-11-17 17:09:05.277000+00:00,SAOXbQtictzpnIbCFZv1,1.0,False,62.048675537109375,False,43.0,2023-11-17 17:09:13.545000+00:00,5.0,False,2023-11-17 17:08:58.511000+00:00,True,3.0,4.0,False,2.0,Leer,4.0,SAOXbQtictzpnIbCFZv1,2.0,"{'fearful': 5.467060484876107e-11, 'disgusted': 2.04034069639647e-08, 'angry': 1.4207270169208641e-06, 'sad': 1.7309228894646367e-07, 'surprised': 3.992401161667658e-06, 'neutral': 0.9999940395355225, 'happy': 3.535036796620261e-07}",2023-11-17 17:09:33.960000+00:00,0.0
33,144.0,0.0,2023-11-17 16:29:17.309000+00:00,SAOXbQtictzpnIbCFZv1,0.0,False,71.70470428466797,False,45.0,2023-11-17 16:29:23.214000+00:00,5.0,False,2023-11-17 16:28:58.517000+00:00,True,4.0,1.0,False,2.0,Programar,3.0,SAOXbQtictzpnIbCFZv1,0.0,"{'fearful': 1.754193908709567e-05, 'disgusted': 0.000640378799289465, 'angry': 0.002655081683769822, 'sad': 0.0023920589592307806, 'surprised': 0.0010505042737349868, 'neutral': 0.9183493852615356, 'happy': 0.0748949646949768}",2023-11-17 16:29:33.963000+00:00,0.0
34,297.0,0.0,2023-11-17 15:49:07.040000+00:00,SAOXbQtictzpnIbCFZv1,0.0,False,63.40523147583008,False,46.0,2023-11-17 15:49:13.830000+00:00,5.0,False,2023-11-17 15:48:58.542000+00:00,True,4.0,3.0,False,2.0,Programar,3.0,SAOXbQtictzpnIbCFZv1,2.0,,2023-11-17 15:49:33.904000+00:00,-1.0
35,223.0,0.0,,Sh5dn1jKmJfX7NtRSf78,0.0,False,74.02963256835938,True,40.0,,1.0,False,2023-12-04 18:22:12.574000+00:00,True,,5.0,False,2.0,,,Sh5dn1jKmJfX7NtRSf78,,,2023-12-04 18:22:12.177000+00:00,
36,23.0,0.0,2023-12-04 17:52:31.469000+00:00,Sh5dn1jKmJfX7NtRSf78,0.0,False,63.699501037597656,True,43.0,2023-12-04 17:52:39.348000+00:00,1.0,False,2023-12-04 17:52:12.616000+00:00,True,4.0,4.0,False,2.0,En el teléfono,3.0,Sh5dn1jKmJfX7NtRSf78,,,2023-12-04 17:52:12.303000+00:00,
37,183.0,0.0,2023-12-04 17:22:44.804000+00:00,Sh5dn1jKmJfX7NtRSf78,0.0,False,61.972877502441406,False,46.0,2023-12-04 17:23:06.182000+00:00,1.0,False,2023-12-04 17:22:32.876000+00:00,True,3.0,2.0,False,2.0,Ver vídeos,3.0,Sh5dn1jKmJfX7NtRSf78,,,2023-12-04 17:22:12.161000+00:00,
38,230.0,0.0,2023-12-04 16:11:01.319000+00:00,Sh5dn1jKmJfX7NtRSf78,0.0,False,66.82077026367188,True,53.0,2023-12-04 16:11:52.315000+00:00,1.0,False,2023-12-04 16:09:11.947000+00:00,True,5.0,2.0,False,2.0,En el teléfono,2.0,Sh5dn1jKmJfX7NtRSf78,,,2023-12-04 16:08:50.258000+00:00,
39,72.0,0.0,2023-12-04 15:47:19.012000+00:00,Sh5dn1jKmJfX7NtRSf78,0.0,False,58.58837890625,True,50.0,2023-12-04 15:47:28.872000+00:00,1.0,False,2023-12-04 15:38:51.871000+00:00,True,4.0,2.0,True,2.0,Estudiar,3.0,Sh5dn1jKmJfX7NtRSf78,3.0,"{'fearful': 2.5932089808833325e-10, 'disgusted': 1.3379731171880849e-05, 'angry': 0.00026962929405272007, 'sad': 0.9932926893234253, 'surprised': 1.7738956969992614e-08, 'neutral': 0.006205516867339611, 'happy': 0.0002188423095503822}",2023-12-04 15:38:49.767000+00:00,0.0
40,103.0,0.0,,Sh5dn1jKmJfX7NtRSf78,0.0,False,67.786865234375,False,56.0,,1.0,False,2023-11-27 21:18:43.475000+00:00,True,,5.0,False,2.0,,,Sh5dn1jKmJfX7NtRSf78,3.0,"{'fearful': 0.009570099927576459, 'disgusted': 0.004577649160904395, 'angry': 0.05416651021201128, 'sad': 0.041557954013726965, 'surprised': 0.0046463237047228234, 'neutral': 0.8740957707930838, 'happy': 0.011385688305894388}",2023-11-27 21:18:51.337000+00:00,0.0
41,218.0,0.0,2023-11-27 20:49:23.305000+00:00,Sh5dn1jKmJfX7NtRSf78,0.0,False,77.48847198486328,False,57.0,2023-11-27 20:49:42.390000+00:00,1.0,False,2023-11-27 20:49:03.658000+00:00,True,4.0,2.0,False,2.0,Leer,2.0,Sh5dn1jKmJfX7NtRSf78,3.0,"{'fearful': 0.013287215607538674, 'disgusted': 0.0026493234300263846, 'angry': 0.17125859310181107, 'sad': 0.14569369578098956, 'surprised': 0.05836841512735547, 'neutral': 0.5938164008299024, 'happy': 0.014926384858932402}",2023-11-27 20:48:51.288000+00:00,0.0
42,185.0,0.0,2023-11-27 20:18:53.232000+00:00,Sh5dn1jKmJfX7NtRSf78,0.0,False,65.09095764160156,False,59.0,2023-11-27 20:19:06.133000+00:00,1.0,False,2023-11-27 20:18:43.711000+00:00,True,2.0,3.0,False,2.0,Escribir/Comprobar correos electrónicos,3.0,Sh5dn1jKmJfX7NtRSf78,3.0,"{'fearful': 0.002441547669849103, 'disgusted': 0.029311024255440386, 'angry': 0.017015979894394045, 'sad': 0.1166555108127846, 'surprised': 0.003385179829881155, 'neutral': 0.7890930217432066, 'happy': 0.04209772810120033}",2023-11-27 20:18:52.041000+00:00,0.0
43,190.0,0.0,2023-11-27 19:48:55.946000+00:00,Sh5dn1jKmJfX7NtRSf78,0.0,False,66.02494049072266,False,61.0,2023-11-27 19:49:32.743000+00:00,1.0,False,2023-11-27 19:48:43.501000+00:00,True,5.0,1.0,False,2.0,Ver vídeos,1.0,Sh5dn1jKmJfX7NtRSf78,,,2023-11-27 19:48:51.186000+00:00,
44,92.0,0.0,,Sh5dn1jKmJfX7NtRSf78,0.0,False,74.07098388671875,False,65.0,,1.0,False,2023-11-27 18:59:36.169000+00:00,True,,1.0,False,2.0,,,Sh5dn1jKmJfX7NtRSf78,3.0,,2023-11-27 18:59:36.103000+00:00,
45,75.0,0.0,2023-11-27 18:39:52.982000+00:00,Sh5dn1jKmJfX7NtRSf78,1.0,False,75.4493637084961,False,66.0,2023-11-27 18:40:02.303000+00:00,1.0,False,2023-11-27 18:29:36.389000+00:00,True,4.0,1.0,False,2.0,Programar,4.0,Sh5dn1jKmJfX7NtRSf78,,,2023-11-27 18:29:36.930000+00:00,
46,60.0,0.0,2023-11-27 17:59:46.530000+00:00,Sh5dn1jKmJfX7NtRSf78,0.0,False,58.73027420043945,False,67.0,2023-11-27 18:00:07.222000+00:00,1.0,False,2023-11-27 17:59:36.259000+00:00,True,4.0,1.0,False,2.0,Otros,4.0,Sh5dn1jKmJfX7NtRSf78,3.0,"{'fearful': 0.0014892882537019536, 'disgusted': 0.0008906185347314888, 'angry': 0.06642738230024965, 'sad': 0.425593432612144, 'surprised': 0.002634613531225473, 'neutral': 0.47357186001653856, 'happy': 0.02939280962368684}",2023-11-27 17:59:36.910000+00:00,0.0
47,105.0,0.0,2023-11-27 16:10:03.917000+00:00,Sh5dn1jKmJfX7NtRSf78,0.0,False,53.732723236083984,False,73.0,2023-11-27 16:10:16.894000+00:00,1.0,False,2023-11-27 16:09:01.027000+00:00,True,3.0,3.0,False,2.0,Trabajar,2.0,,,,,
48,266.0,1.0,2023-11-27 15:39:21.829000+00:00,Sh5dn1jKmJfX7NtRSf78,0.0,False,52.01945877075195,False,76.0,2023-11-27 15:39:49.146000+00:00,1.0,False,2023-11-27 15:39:00.609000+00:00,True,1.0,5.0,False,2.0,En el teléfono,4.0,,,,,
49,255.0,0.0,2024-01-17 22:06:38.688000+00:00,TVapOofLiAEkGDH28N6X,0.0,False,72.40689086914062,False,40.0,2024-01-17 22:06:46.532000+00:00,3.0,False,2024-01-17 21:58:09.340000+00:00,True,5.0,4.0,False,2.0,Hablar,1.0,TVapOofLiAEkGDH28N6X,,,2024-01-17 21:58:15.444000+00:00,
50,77.0,0.0,2024-01-17 19:50:58.962000+00:00,TVapOofLiAEkGDH28N6X,1.0,False,90.15252685546875,False,45.0,2024-01-17 19:51:14.531000+00:00,3.0,False,2024-01-17 19:32:13.182000+00:00,True,5.0,0.0,False,2.0,Otros,1.0,TVapOofLiAEkGDH28N6X,,,2024-01-17 19:32:10.422000+00:00,
51,54.0,1.0,2024-01-17 18:50:37.445000+00:00,TVapOofLiAEkGDH28N6X,0.0,False,86.33659362792969,False,49.0,2024-01-17 18:50:43.901000+00:00,3.0,True,2024-01-17 18:38:28.669000+00:00,True,5.0,5.0,False,2.0,Comer,1.0,,,,,
52,50.0,0.0,2024-01-17 18:08:35.054000+00:00,TVapOofLiAEkGDH28N6X,0.0,False,77.73094177246094,False,51.0,2024-01-17 18:09:03.448000+00:00,3.0,False,2024-01-17 18:08:28.398000+00:00,True,5.0,5.0,False,2.0,Comer,1.0,TVapOofLiAEkGDH28N6X,3.0,"{'fearful': 6.815202306567057e-06, 'disgusted': 0.0002590671942200068, 'angry': 0.02046167915349478, 'sad': 0.1753209071479172, 'surprised': 0.0009830849343777615, 'neutral': 0.772378709458696, 'happy': 0.030589745735609797}",2024-01-17 18:08:27.600000+00:00,0.0
53,273.0,0.0,2024-01-17 17:43:32.642000+00:00,TVapOofLiAEkGDH28N6X,1.0,False,78.35955810546875,False,52.0,2024-01-17 17:43:47.761000+00:00,3.0,False,2024-01-17 17:38:28.438000+00:00,True,5.0,5.0,False,2.0,Hablar,1.0,TVapOofLiAEkGDH28N6X,3.0,"{'fearful': 0.005974574881975178, 'disgusted': 0.016816005146150323, 'angry': 0.064593517305669, 'sad': 0.32451851419173183, 'surprised': 0.014017785928444935, 'neutral': 0.4992880078032613, 'happy': 0.07479158703548211}",2024-01-17 17:38:27.548000+00:00,0.0
54,195.0,0.0,,TVapOofLiAEkGDH28N6X,1.0,False,71.971435546875,False,53.0,,3.0,False,2024-01-17 17:08:28.943000+00:00,True,,5.0,False,2.0,,,TVapOofLiAEkGDH28N6X,,,2024-01-17 17:08:27.643000+00:00,
55,282.0,0.0,2024-01-17 16:38:57.397000+00:00,TVapOofLiAEkGDH28N6X,0.0,False,77.43145751953125,False,55.0,2024-01-17 16:39:06.524000+00:00,3.0,False,2024-01-17 16:38:28.466000+00:00,True,5.0,5.0,False,2.0,Leer,2.0,TVapOofLiAEkGDH28N6X,3.0,"{'fearful': 0.006177225965260773, 'disgusted': 0.004355451175758144, 'angry': 0.1417025223500227, 'sad': 0.39144654987523186, 'surprised': 0.00011753419356270893, 'neutral': 0.45465214906009627, 'happy': 0.0015485752248353558}",2024-01-17 16:38:25.955000+00:00,0.0
56,228.0,0.0,2024-01-17 16:09:10.755000+00:00,TVapOofLiAEkGDH28N6X,0.0,False,65.46928405761719,False,56.0,2024-01-17 16:09:30.033000+00:00,3.0,False,2024-01-17 16:08:28.479000+00:00,True,2.0,5.0,False,2.0,Estudiar,5.0,TVapOofLiAEkGDH28N6X,3.0,"{'fearful': 0.00022479748967575431, 'disgusted': 0.011327392292608351, 'angry': 0.10197287054288609, 'sad': 0.2929907954854116, 'surprised': 0.00040460731768234833, 'neutral': 0.5472234544038657, 'happy': 0.045856073554949715}",2024-01-17 16:08:25.934000+00:00,0.0
57,135.0,0.0,2024-01-17 15:39:14.471000+00:00,TVapOofLiAEkGDH28N6X,0.0,False,66.43611145019531,False,59.0,2024-01-17 15:39:24.938000+00:00,3.0,False,2024-01-17 15:38:48.720000+00:00,True,5.0,4.0,False,2.0,Trabajar,2.0,TVapOofLiAEkGDH28N6X,3.0,"{'fearful': 7.289809772271895e-05, 'disgusted': 0.0013692074840330696, 'angry': 0.031408524175033745, 'sad': 0.08166574528902275, 'surprised': 0.0021477396541598843, 'neutral': 0.8758823724006709, 'happy': 0.007453525613455082}",2024-01-17 15:38:26.608000+00:00,0.0
